"subj","item","trial","F","P","Q","lQ","lT","rt","speed"
"S09","MAKE",431,"HF","unr","deg","deg","NW",646,1.5479876160990713
"S09","ARMY",436,"HF","unr","deg","clr","NW",544,1.838235294117647
"S09","LIFE",439,"HF","unr","clr","clr","NW",426,2.347417840375587
"S09","GOAL",441,"LF","rel","clr","deg","NW",655,1.5267175572519085
"S09","SPACE",442,"HF","rel","deg","clr","WD",500,2.0
"S09","REEF",443,"LF","rel","deg","deg","WD",655,1.5267175572519085
"S09","GONE",444,"HF","unr","clr","deg","WD",452,2.2123893805309733
"S09","WINE",445,"HF","rel","deg","clr","WD",466,2.1459227467811157
"S09","SWIM",448,"LF","rel","deg","deg","NW",732,1.366120218579235
"S09","SMART",449,"LF","rel","deg","deg","WD",718,1.392757660167131
"S09","FRUIT",451,"LF","unr","deg","deg","NW",507,1.9723865877712032
"S09","LONG",457,"HF","rel","deg","clr","NW",473,2.1141649048625792
"S09","BEST",458,"HF","rel","clr","deg","WD",693,1.443001443001443
"S09","MATH",459,"LF","unr","clr","clr","WD",487,2.0533880903490758
"S09","ANSWER",460,"HF","unr","deg","clr","WD",532,1.8796992481203008
"S09","FRIGHT",461,"LF","rel","deg","deg","WD",557,1.7953321364452424
"S09","DONE",463,"HF","rel","clr","deg","NW",439,2.277904328018223
"S09","SCENT",468,"LF","unr","clr","clr","NW",549,1.8214936247723132
"S09","FACE",472,"HF","rel","deg","clr","WD",638,1.567398119122257
"S09","STUDY",476,"HF","rel","clr","deg","NW",448,2.232142857142857
"S09","PEOPLE",480,"HF","rel","deg","deg","NW",545,1.834862385321101
"S10","PINT",3,"LF","rel","clr","deg","NW",1025,0.975609756097561
"S10","JUMP",5,"LF","unr","deg","clr","NW",602,1.6611295681063123
"S10","UNCLE",7,"HF","unr","deg","clr","NW",727,1.375515818431912
"S10","LIKE",8,"HF","unr","deg","deg","WD",633,1.5797788309636651
"S10","LIFE",12,"HF","rel","clr","clr","NW",444,2.2522522522522523
"S10","HANGER",19,"LF","rel","deg","clr","NW",989,1.0111223458038423
"S10","RULER",20,"LF","rel","clr","deg","WD",549,1.8214936247723132
"S10","PLANT",21,"HF","unr","clr","clr","WD",702,1.4245014245014245
"S10","CIRCLE",22,"HF","rel","clr","clr","WD",625,1.6
"S10","FEMALE",24,"HF","unr","clr","deg","WD",651,1.5360983102918586
"S10","THIEF",27,"LF","rel","deg","deg","NW",711,1.4064697609001406
"S10","PEOPLE",28,"HF","unr","clr","deg","WD",825,1.2121212121212122
"S10","TEAR",31,"LF","unr","deg","clr","NW",674,1.4836795252225519
"S10","HOSTAGE",32,"LF","rel","deg","deg","WD",951,1.0515247108307044
"S10","CASE",34,"HF","rel","clr","deg","NW",689,1.4513788098693758
"S10","WALK",35,"HF","rel","deg","clr","WD",693,1.443001443001443
"S10","SLIMY",37,"LF","unr","deg","deg","NW",734,1.3623978201634876
"S10","VEIN",38,"LF","unr","deg","deg","WD",592,1.6891891891891893
"S10","LIGHT",39,"HF","unr","deg","deg","WD",615,1.6260162601626016
"S10","JOKE",40,"LF","rel","clr","deg","WD",734,1.3623978201634876
"S10","COAT",42,"LF","unr","clr","clr","NW",498,2.0080321285140563
"S10","HARD",43,"HF","unr","clr","clr","WD",509,1.9646365422396856
"S10","TIGER",46,"LF","rel","deg","deg","NW",569,1.757469244288225
"S10","WHEN",47,"HF","rel","clr","deg","WD",577,1.733102253032929
"S10","FRUIT",48,"LF","rel","deg","clr","WD",696,1.4367816091954022
"S10","TUSK",51,"LF","rel","deg","clr","NW",905,1.1049723756906078
"S10","STRONG",52,"HF","unr","clr","deg","WD",676,1.4792899408284024
"S10","THINK",53,"HF","unr","clr","clr","WD",872,1.146788990825688
"S10","PUSH",55,"LF","rel","clr","deg","NW",735,1.3605442176870748
"S10","STORM",56,"LF","unr","clr","clr","WD",640,1.5625
"S10","MONKEY",58,"LF","unr","deg","clr","WD",608,1.644736842105263
"S10","NICE",61,"LF","unr","deg","deg","NW",800,1.25
"S10","HAND",64,"HF","rel","clr","clr","NW",781,1.2804097311139564
"S10","MIND",65,"HF","rel","deg","clr","WD",700,1.4285714285714286
"S10","HEAD",69,"HF","rel","clr","clr","NW",538,1.858736059479554
"S10","SMART",70,"LF","unr","clr","clr","WD",724,1.3812154696132597
"S10","SOUND",73,"HF","unr","clr","clr","NW",525,1.9047619047619047
"S10","NAVY",75,"LF","rel","deg","clr","NW",628,1.5923566878980893
"S10","RIDE",78,"HF","unr","deg","clr","NW",621,1.6103059581320451
"S10","COWBOY",80,"LF","rel","deg","deg","NW",743,1.3458950201884252
"S10","HAIR",82,"HF","unr","clr","deg","NW",603,1.658374792703151
"S10","TUNE",84,"LF","rel","clr","clr","NW",787,1.2706480304955527
"S10","SPORT",88,"LF","unr","deg","clr","NW",575,1.7391304347826086
"S10","GUILT",98,"LF","unr","deg","clr","WD",879,1.1376564277588168
"S10","FINGER",99,"HF","rel","deg","deg","WD",587,1.7035775127768313
"S10","STICKY",100,"LF","unr","clr","deg","WD",739,1.3531799729364005
"S10","STONE",101,"HF","unr","deg","clr","WD",773,1.2936610608020698
"S10","EARTH",104,"HF","rel","deg","deg","NW",741,1.349527665317139
"S10","MEAN",105,"HF","unr","clr","deg","WD",694,1.440922190201729
"S10","FATHER",106,"HF","unr","deg","clr","WD",729,1.3717421124828533
"S10","SAME",108,"HF","rel","clr","deg","NW",602,1.6611295681063123
"S10","STUDY",109,"HF","unr","deg","clr","WD",720,1.3888888888888888
"S10","FISH",110,"LF","rel","deg","deg","WD",739,1.3531799729364005
"S10","ACHE",112,"LF","rel","deg","deg","NW",647,1.545595054095827
"S10","FLOOR",114,"HF","unr","deg","clr","NW",611,1.6366612111292962
"S10","PLAY",115,"HF","rel","clr","deg","WD",1017,0.983284169124877
"S10","POINT",117,"HF","rel","clr","deg","NW",514,1.9455252918287937
"S10","STOP",119,"HF","unr","clr","deg","NW",893,1.1198208286674132
"S10","ORANGE",121,"LF","rel","clr","clr","NW",814,1.2285012285012284
"S10","SHOE",123,"LF","unr","deg","clr","NW",521,1.9193857965451055
"S10","GONE",125,"HF","rel","clr","clr","NW",566,1.7667844522968197
"S10","SHORT",127,"HF","rel","deg","clr","NW",885,1.1299435028248588
"S10","WATER",128,"HF","unr","deg","deg","WD",865,1.1560693641618498
"S10","HOLD",129,"HF","unr","clr","deg","WD",974,1.0266940451745379
"S10","DARK",131,"HF","rel","deg","clr","NW",685,1.4598540145985401
"S10","WINE",137,"HF","unr","clr","deg","NW",574,1.7421602787456445
"S10","SILVER",139,"LF","unr","clr","clr","NW",871,1.148105625717566
"S10","PRIEST",141,"LF","unr","clr","deg","NW",865,1.1560693641618498
"S10","ANGER",144,"LF","unr","clr","clr","NW",582,1.7182130584192439
"S10","RUBBER",146,"LF","rel","clr","deg","WD",841,1.1890606420927468
"S10","SOUR",148,"LF","unr","deg","clr","NW",747,1.3386880856760375
"S10","FRONT",149,"HF","unr","deg","deg","WD",828,1.2077294685990339
"S10","BREAK",152,"LF","rel","clr","clr","NW",597,1.6750418760469012
"S10","SEAT",157,"HF","unr","clr","deg","NW",811,1.2330456226880395
"S10","SKIN",158,"LF","rel","deg","clr","WD",826,1.2106537530266344
"S10","TAKE",159,"HF","rel","clr","deg","WD",745,1.342281879194631
"S10","GRASS",161,"HF","unr","deg","deg","NW",619,1.615508885298869
"S10","CHEAT",163,"LF","rel","clr","clr","NW",695,1.4388489208633093
"S10","SNAKE",167,"LF","rel","deg","deg","NW",747,1.3386880856760375
"S10","SORRY",169,"HF","unr","clr","clr","NW",634,1.5772870662460567
"S10","DEFEND",173,"LF","rel","deg","deg","NW",600,1.6666666666666667
"S10","FLOWER",174,"LF","rel","clr","deg","WD",959,1.0427528675703859
"S10","MAKE",177,"HF","rel","deg","clr","NW",688,1.4534883720930232
"S10","WEIRD",179,"LF","unr","deg","clr","NW",705,1.4184397163120568
"S10","HOME",181,"HF","unr","clr","clr","NW",826,1.2106537530266344
"S10","BOAT",185,"HF","rel","deg","deg","NW",658,1.5197568389057752
"S10","HORSE",188,"HF","rel","clr","deg","NW",693,1.443001443001443
"S10","HURT",190,"LF","unr","clr","deg","NW",633,1.5797788309636651
"S10","PARTY",191,"HF","rel","clr","clr","WD",783,1.277139208173691
"S10","TRAIN",192,"LF","unr","clr","clr","WD",687,1.455604075691412
"S10","NIGHT",194,"HF","rel","deg","deg","NW",653,1.5313935681470139
"S10","HOTEL",197,"HF","unr","clr","deg","NW",806,1.2406947890818858
"S10","THREAD",198,"LF","rel","deg","clr","WD",629,1.589825119236884
"S10","MAIL",202,"LF","unr","clr","clr","NW",695,1.4388489208633093
"S10","PANTS",203,"LF","unr","clr","clr","WD",651,1.5360983102918586
"S10","HUNGER",204,"LF","unr","deg","clr","WD",608,1.644736842105263
"S10","SCENT",205,"LF","rel","clr","deg","WD",711,1.4064697609001406
"S10","OPEN",207,"HF","unr","deg","clr","NW",762,1.3123359580052494
"S10","CARDS",209,"LF","rel","clr","deg","NW",1020,0.9803921568627451
"S10","BRAVE",211,"LF","unr","deg","deg","NW",743,1.3458950201884252
"S10","CAKE",213,"LF","rel","deg","deg","NW",1420,0.704225352112676
"S10","JUICE",214,"LF","rel","clr","deg","WD",707,1.4144271570014144
"S10","VAMPIRE",216,"LF","rel","deg","clr","NW",1273,0.7855459544383346
"S10","MOUTH",217,"HF","rel","deg","deg","WD",629,1.589825119236884
"S10","JACKET",218,"LF","unr","deg","deg","WD",1228,0.8143322475570033
"S10","MELT",219,"LF","rel","clr","deg","WD",601,1.663893510815308
"S10","SHINE",220,"LF","rel","clr","clr","WD",752,1.3297872340425532
"S10","HAVE",222,"HF","unr","clr","deg","NW",586,1.7064846416382253
"S10","RIBS",225,"LF","rel","deg","deg","NW",581,1.721170395869191
"S10","ANSWER",227,"HF","rel","deg","deg","NW",794,1.2594458438287153
"S10","FIGHT",229,"HF","unr","deg","deg","NW",713,1.402524544179523
"S10","COUNTRY",231,"HF","unr","deg","deg","NW",717,1.394700139470014
"S10","WITCH",233,"LF","rel","clr","deg","NW",662,1.5105740181268883
"S10","PLANE",235,"HF","rel","deg","clr","NW",587,1.7035775127768313
"S10","PEACE",237,"HF","unr","deg","deg","NW",785,1.2738853503184713
"S10","FORGIVE",239,"LF","unr","deg","clr","NW",658,1.5197568389057752
"S10","PICK",240,"HF","unr","deg","deg","WD",744,1.3440860215053763
"S10","POLICE",242,"HF","unr","clr","deg","WD",567,1.763668430335097
"S10","BELL",243,"LF","rel","clr","clr","WD",528,1.893939393939394
"S10","HANDS",244,"HF","rel","deg","clr","WD",793,1.2610340479192939
"S10","GARDEN",245,"HF","unr","clr","deg","WD",792,1.2626262626262625
"S10","DOOR",246,"HF","unr","clr","clr","WD",600,1.6666666666666667
"S10","COLD",247,"HF","rel","deg","clr","WD",527,1.8975332068311195
"S10","FIRE",250,"HF","unr","clr","clr","NW",1081,0.9250693802035153
"S10","REASON",254,"HF","rel","clr","clr","NW",607,1.6474464579901154
"S10","LIQUID",255,"HF","unr","deg","clr","WD",710,1.408450704225352
"S10","CORN",257,"LF","unr","clr","deg","NW",743,1.3458950201884252
"S10","NURSE",258,"LF","unr","clr","clr","WD",824,1.2135922330097086
"S10","BEAR",265,"HF","rel","deg","clr","NW",640,1.5625
"S10","READ",266,"HF","rel","deg","deg","WD",566,1.7667844522968197
"S10","BEST",269,"HF","unr","deg","deg","NW",741,1.349527665317139
"S10","WRITE",272,"HF","unr","deg","deg","NW",840,1.1904761904761905
"S10","DONE",273,"HF","unr","deg","deg","WD",821,1.218026796589525
"S10","HIDE",274,"LF","rel","clr","deg","WD",979,1.0214504596527068
"S10","GUILTY",278,"LF","unr","deg","deg","NW",709,1.4104372355430184
"S10","WORD",282,"HF","rel","clr","clr","NW",672,1.4880952380952381
"S10","STREET",283,"HF","rel","deg","clr","WD",645,1.550387596899225
"S10","CARE",287,"HF","unr","deg","deg","NW",746,1.3404825737265416
"S10","CITY",288,"HF","unr","deg","deg","WD",651,1.5360983102918586
"S10","PULL",291,"HF","rel","clr","deg","NW",819,1.221001221001221
"S10","WEIGHT",293,"LF","rel","deg","deg","NW",890,1.1235955056179776
"S10","ALONE",294,"HF","rel","deg","deg","WD",949,1.053740779768177
"S10","BATH",296,"LF","unr","clr","clr","NW",875,1.1428571428571428
"S10","BUNNY",298,"LF","unr","clr","clr","NW",583,1.7152658662092624
"S10","BOARD",299,"HF","rel","deg","clr","WD",735,1.3605442176870748
"S10","LOCK",300,"LF","rel","deg","deg","WD",673,1.485884101040119
"S10","BANANA",301,"LF","unr","clr","deg","WD",741,1.349527665317139
"S10","SWIM",306,"LF","unr","clr","deg","NW",580,1.7241379310344827
"S10","WHITE",307,"HF","unr","clr","clr","WD",525,1.9047619047619047
"S10","LONG",309,"HF","unr","clr","deg","NW",481,2.079002079002079
"S10","WEST",311,"HF","rel","deg","clr","NW",583,1.7152658662092624
"S10","SECOND",313,"HF","unr","deg","clr","NW",558,1.7921146953405018
"S10","SHIRT",314,"LF","rel","clr","deg","WD",695,1.4388489208633093
"S10","ARMY",317,"HF","rel","deg","clr","NW",625,1.6
"S10","VISION",318,"HF","unr","clr","deg","WD",776,1.288659793814433
"S10","BLUE",320,"HF","rel","clr","clr","NW",741,1.349527665317139
"S10","KNOW",321,"HF","rel","clr","clr","WD",711,1.4064697609001406
"S10","FRIGHT",322,"LF","unr","clr","clr","WD",634,1.5772870662460567
"S10","BLACK",325,"HF","unr","clr","deg","NW",536,1.8656716417910448
"S10","CHANGE",326,"HF","rel","clr","clr","WD",785,1.2738853503184713
"S10","RIGHT",330,"HF","rel","clr","clr","NW",499,2.004008016032064
"S10","TIRED",332,"HF","rel","deg","deg","NW",642,1.557632398753894
"S10","BLADE",338,"LF","rel","deg","deg","NW",585,1.7094017094017093
"S10","SIGN",339,"LF","unr","deg","deg","WD",561,1.7825311942959001
"S10","GARBAGE",340,"LF","unr","deg","deg","WD",826,1.2106537530266344
"S10","GLORY",341,"LF","unr","deg","deg","WD",744,1.3440860215053763
"S10","CANDY",342,"LF","unr","deg","deg","WD",537,1.86219739292365
"S10","FINAL",344,"HF","unr","deg","deg","NW",661,1.51285930408472
"S10","NUMBER",349,"HF","unr","clr","clr","NW",630,1.5873015873015872
"S10","IDEA",350,"HF","unr","clr","clr","WD",652,1.5337423312883436
"S10","YEAR",360,"HF","rel","deg","clr","NW",573,1.7452006980802792
"S10","SCHOOL",361,"HF","rel","clr","deg","WD",662,1.5105740181268883
"S10","JAIL",364,"LF","unr","deg","deg","NW",596,1.6778523489932886
"S10","SCARE",365,"LF","rel","deg","deg","WD",603,1.658374792703151
"S10","WOOL",366,"LF","unr","clr","deg","WD",643,1.5552099533437014
"S10","SAND",370,"LF","unr","deg","clr","NW",674,1.4836795252225519
"S10","HEART",372,"HF","rel","deg","clr","NW",574,1.7421602787456445
"S10","BIRD",373,"LF","unr","clr","deg","WD",614,1.6286644951140066
"S10","LOUD",380,"LF","unr","deg","deg","NW",526,1.9011406844106464
"S10","BREATH",382,"HF","rel","clr","deg","WD",658,1.5197568389057752
"S10","DESTROY",383,"HF","rel","clr","clr","WD",759,1.3175230566534915
"S10","LEAD",384,"HF","rel","clr","clr","WD",824,1.2135922330097086
"S10","BACK",387,"HF","rel","clr","deg","NW",689,1.4513788098693758
"S10","INSECT",396,"LF","rel","clr","deg","NW",587,1.7035775127768313
"S10","DUMB",399,"LF","rel","deg","clr","NW",718,1.392757660167131
"S10","ROUND",400,"LF","unr","clr","deg","WD",847,1.1806375442739079
"S10","HELP",404,"HF","rel","deg","deg","WD",513,1.949317738791423
"S10","COST",405,"HF","unr","deg","deg","WD",716,1.3966480446927374
"S10","POLE",409,"LF","rel","deg","deg","WD",944,1.0593220338983051
"S10","MOUSE",411,"LF","unr","deg","deg","NW",1854,0.5393743257820928
"S10","MATH",412,"LF","rel","clr","deg","WD",627,1.594896331738437
"S10","SODA",415,"LF","unr","deg","deg","NW",648,1.5432098765432098
"S10","PRESENT",419,"HF","rel","clr","clr","NW",628,1.5923566878980893
"S10","FROG",420,"LF","unr","clr","clr","WD",570,1.7543859649122806
"S10","HEAT",422,"LF","rel","clr","clr","NW",490,2.0408163265306123
"S10","SHOWER",424,"LF","unr","clr","deg","NW",486,2.05761316872428
"S10","FIELD",426,"HF","unr","deg","clr","NW",601,1.663893510815308
"S10","CENTER",428,"HF","rel","clr","deg","NW",519,1.9267822736030829
"S10","UGLY",429,"LF","rel","deg","clr","WD",560,1.7857142857142858
"S10","BREAD",430,"LF","rel","deg","deg","WD",489,2.044989775051125
"S10","STICK",437,"LF","unr","clr","clr","NW",595,1.680672268907563
"S10","OCEAN",438,"LF","rel","deg","clr","WD",522,1.9157088122605364
"S10","OVEN",441,"LF","unr","clr","clr","NW",458,2.183406113537118
"S10","PURPLE",444,"LF","rel","clr","deg","NW",496,2.0161290322580645
"S10","GOAL",447,"LF","unr","deg","clr","NW",551,1.8148820326678765
"S10","EAGLE",449,"LF","unr","clr","clr","NW",570,1.7543859649122806
"S10","SPACE",453,"HF","unr","clr","clr","NW",878,1.1389521640091116
"S10","BALLOON",454,"LF","rel","clr","clr","WD",649,1.5408320493066257
"S10","EGGS",456,"LF","unr","clr","clr","NW",1101,0.9082652134423251
"S10","GLUE",458,"LF","unr","deg","deg","WD",639,1.5649452269170578
"S10","FACE",459,"HF","unr","clr","deg","WD",981,1.019367991845056
"S10","SHOW",462,"HF","rel","deg","clr","NW",718,1.392757660167131
"S10","PUPPY",463,"LF","rel","clr","deg","WD",689,1.4513788098693758
"S10","CRASH",471,"LF","rel","clr","clr","NW",508,1.968503937007874
"S10","WASH",473,"LF","unr","deg","deg","NW",537,1.86219739292365
"S10","MORNING",474,"HF","rel","deg","deg","WD",514,1.9455252918287937
"S10","FIGURE",475,"HF","unr","deg","deg","WD",556,1.7985611510791366
"S10","SMOKE",476,"HF","rel","clr","deg","WD",518,1.9305019305019304
"S10","MANY",477,"HF","unr","clr","clr","WD",560,1.7857142857142858
"S10","NERVOUS",478,"LF","rel","clr","clr","WD",633,1.5797788309636651
"S10","MORE",479,"HF","unr","deg","clr","WD",702,1.4245014245014245
"S11","SPORT",10,"LF","rel","deg","clr","NW",897,1.1148272017837235
"S11","FLOWER",11,"LF","unr","deg","deg","WD",746,1.3404825737265416
"S11","PEOPLE",17,"HF","rel","clr","deg","NW",743,1.3458950201884252
"S11","LONG",21,"HF","rel","clr","deg","NW",742,1.3477088948787062
"S11","RIBS",22,"LF","unr","clr","clr","WD",1008,0.9920634920634921
"S11","STRONG",24,"HF","rel","clr","clr","NW",823,1.2150668286755772
"S11","CORN",26,"LF","rel","clr","clr","NW",1250,0.8
"S11","LIQUID",29,"HF","rel","deg","clr","NW",915,1.092896174863388
"S11","RULER",30,"LF","unr","deg","deg","WD",1058,0.945179584120983
"S11","CRASH",33,"LF","unr","deg","deg","NW",808,1.2376237623762376
"S11","STONE",34,"HF","rel","deg","deg","WD",832,1.2019230769230769
"S11","PUPPY",35,"LF","unr","deg","deg","WD",731,1.3679890560875514
"S11","ROCKET",36,"LF","unr","deg","deg","WD",692,1.4450867052023122
"S11","SAME",39,"HF","unr","deg","deg","NW",951,1.0515247108307044
"S11","SPOT",40,"HF","rel","deg","deg","WD",699,1.4306151645207439
"S11","SHORT",46,"HF","unr","clr","deg","NW",597,1.6750418760469012
"S11","LOCK",51,"LF","unr","clr","deg","NW",803,1.2453300124533002
"S11","EAGLE",52,"LF","rel","clr","clr","WD",633,1.5797788309636651
"S11","INSECT",53,"LF","unr","deg","clr","WD",718,1.392757660167131
"S11","SCENT",56,"LF","unr","deg","deg","WD",922,1.0845986984815619
"S11","BANANA",57,"LF","rel","clr","deg","WD",680,1.4705882352941178
"S11","DONE",59,"HF","rel","deg","clr","NW",918,1.0893246187363834
"S11","RUBBER",62,"LF","unr","deg","clr","NW",864,1.1574074074074074
"S11","FACE",64,"HF","rel","clr","clr","NW",789,1.267427122940431
"S11","SKIN",65,"LF","unr","clr","clr","WD",809,1.2360939431396787
"S11","TELL",67,"HF","rel","deg","deg","NW",902,1.1086474501108647
"S11","JACKET",72,"LF","rel","deg","clr","NW",820,1.2195121951219512
"S11","PRIEST",74,"LF","rel","clr","clr","NW",903,1.1074197120708749
"S11","THREAD",75,"LF","unr","clr","clr","WD",930,1.075268817204301
"S11","KNOW",78,"HF","unr","deg","deg","NW",902,1.1086474501108647
"S11","COST",79,"HF","rel","deg","deg","WD",1504,0.6648936170212766
"S11","JOKE",82,"LF","unr","deg","deg","NW",1050,0.9523809523809523
"S11","HINT",83,"LF","rel","deg","deg","WD",883,1.1325028312570782
"S11","THIEF",85,"LF","unr","clr","clr","NW",700,1.4285714285714286
"S11","COLD",86,"HF","unr","clr","clr","WD",1198,0.8347245409015025
"S11","READ",89,"HF","unr","clr","deg","NW",743,1.3458950201884252
"S11","MAIL",92,"LF","rel","clr","clr","NW",766,1.3054830287206267
"S11","LIFE",94,"HF","unr","deg","deg","NW",730,1.36986301369863
"S11","SHIRT",96,"LF","unr","deg","deg","NW",709,1.4104372355430184
"S11","POINT",99,"HF","unr","deg","deg","NW",917,1.0905125408942202
"S11","MORNING",100,"HF","unr","clr","deg","WD",723,1.3831258644536653
"S11","GLUE",101,"LF","rel","deg","clr","WD",728,1.3736263736263736
"S11","GOAL",103,"LF","rel","deg","clr","NW",862,1.160092807424594
"S11","GRASS",106,"HF","rel","deg","clr","NW",970,1.0309278350515463
"S11","COWBOY",110,"LF","unr","clr","clr","NW",910,1.098901098901099
"S11","WASH",112,"LF","rel","deg","clr","NW",1188,0.8417508417508418
"S11","MOUSE",116,"LF","rel","deg","clr","NW",1001,0.999000999000999
"S11","PICK",117,"HF","rel","deg","deg","WD",1030,0.970873786407767
"S11","SEAT",120,"HF","rel","clr","clr","NW",931,1.0741138560687433
